
Timestamp: 2024-08-17 16:58:53.569440
COOLANT_TEMP: 83 degree_Celsius
MAF: 2.71 gps
INTAKE_TEMP: 50 degree_Celsius
ELM_VOLTAGE: 13.8 volt
ENGINE_LOAD: 14.117647058823529 percent
RPM: 1337.5 revolutions_per_minute
THROTTLE_POS: 0.7843137254901961 percent
SPEED: 22.0 kilometer_per_hour
LONG_FUEL_TRIM_1: 0.78125 percent

Timestamp: 2024-08-17 16:59:15.852972
COOLANT_TEMP: 83 degree_Celsius
MAF: 2.2 gps
INTAKE_TEMP: 51 degree_Celsius
ELM_VOLTAGE: 13.8 volt
ENGINE_LOAD: 21.96078431372549 percent
RPM: 950.0 revolutions_per_minute
THROTTLE_POS: 0.7843137254901961 percent
SPEED: 14.0 kilometer_per_hour
LONG_FUEL_TRIM_1: 0.78125 percent

Timestamp: 2024-08-17 16:59:17.901361
COOLANT_TEMP: 83 degree_Celsius
MAF: 2.25 gps
INTAKE_TEMP: 51 degree_Celsius
ELM_VOLTAGE: 13.8 volt
ENGINE_LOAD: 20.784313725490197 percent
RPM: 837.5 revolutions_per_minute
THROTTLE_POS: 0.7843137254901961 percent
SPEED: 4.0 kilometer_per_hour
LONG_FUEL_TRIM_1: 0.78125 percent

Timestamp: 2024-08-17 16:59:19.882331
COOLANT_TEMP: 83 degree_Celsius
MAF: 2.31 gps
INTAKE_TEMP: 51 degree_Celsius
ELM_VOLTAGE: 13.7 volt
ENGINE_LOAD: 23.92156862745098 percent
RPM: 800.0 revolutions_per_minute
THROTTLE_POS: 0.7843137254901961 percent
SPEED: 2.0 kilometer_per_hour
LONG_FUEL_TRIM_1: 0.78125 percent

Timestamp: 2024-08-17 16:59:21.880639
COOLANT_TEMP: 84 degree_Celsius
MAF: 2.19 gps
INTAKE_TEMP: 51 degree_Celsius
ELM_VOLTAGE: 13.7 volt
ENGINE_LOAD: 23.137254901960784 percent
RPM: 800.0 revolutions_per_minute
THROTTLE_POS: 0.7843137254901961 percent
SPEED: 0.0 kilometer_per_hour
LONG_FUEL_TRIM_1: 0.78125 percent

Timestamp: 2024-08-17 16:59:23.906120
COOLANT_TEMP: 84 degree_Celsius
MAF: 2.12 gps
INTAKE_TEMP: 51 degree_Celsius
ELM_VOLTAGE: 13.6 volt
ENGINE_LOAD: 22.352941176470587 percent
RPM: 775.0 revolutions_per_minute
THROTTLE_POS: 0.7843137254901961 percent
SPEED: 0.0 kilometer_per_hour
LONG_FUEL_TRIM_1: 0.78125 percent

Timestamp: 2024-08-17 16:59:25.939207
COOLANT_TEMP: 84 degree_Celsius
MAF: 2.0100000000000002 gps
INTAKE_TEMP: 51 degree_Celsius
ELM_VOLTAGE: 13.6 volt
ENGINE_LOAD: 22.352941176470587 percent
RPM: 762.5 revolutions_per_minute
THROTTLE_POS: 0.7843137254901961 percent
SPEED: 0.0 kilometer_per_hour
LONG_FUEL_TRIM_1: 0.78125 percent

Timestamp: 2024-08-17 16:59:27.960087
COOLANT_TEMP: 84 degree_Celsius
MAF: 2.0 gps
INTAKE_TEMP: 51 degree_Celsius
ELM_VOLTAGE: 13.6 volt
ENGINE_LOAD: 21.96078431372549 percent
RPM: 762.5 revolutions_per_minute
THROTTLE_POS: 0.7843137254901961 percent
SPEED: 0.0 kilometer_per_hour
LONG_FUEL_TRIM_1: 0.78125 percent

Timestamp: 2024-08-17 16:59:29.895733
COOLANT_TEMP: 84 degree_Celsius
MAF: 2.0 gps
INTAKE_TEMP: 51 degree_Celsius
ELM_VOLTAGE: 13.7 volt
ENGINE_LOAD: 22.352941176470587 percent
RPM: 762.5 revolutions_per_minute
THROTTLE_POS: 6.2745098039215685 percent
SPEED: 0.0 kilometer_per_hour
LONG_FUEL_TRIM_1: 3.90625 percent

Timestamp: 2024-08-17 16:59:31.832751
COOLANT_TEMP: 84 degree_Celsius
MAF: 10.91 gps
INTAKE_TEMP: 51 degree_Celsius
ELM_VOLTAGE: 13.7 volt
ENGINE_LOAD: 48.23529411764706 percent
RPM: 1600.0 revolutions_per_minute
THROTTLE_POS: 12.549019607843137 percent
SPEED: 12.0 kilometer_per_hour
LONG_FUEL_TRIM_1: 0.78125 percent

Timestamp: 2024-08-17 16:59:33.942740
COOLANT_TEMP: 84 degree_Celsius
MAF: 3.87 gps
INTAKE_TEMP: 50 degree_Celsius
ELM_VOLTAGE: 13.7 volt
ENGINE_LOAD: 53.72549019607843 percent
RPM: 1337.5 revolutions_per_minute
THROTTLE_POS: 9.411764705882353 percent
SPEED: 18.0 kilometer_per_hour
LONG_FUEL_TRIM_1: 3.90625 percent

Timestamp: 2024-08-17 16:59:35.914966
COOLANT_TEMP: 84 degree_Celsius
MAF: 8.35 gps
INTAKE_TEMP: 50 degree_Celsius
ELM_VOLTAGE: 13.7 volt
ENGINE_LOAD: 29.019607843137255 percent
RPM: 1750.0 revolutions_per_minute
THROTTLE_POS: 7.450980392156863 percent
SPEED: 22.0 kilometer_per_hour
LONG_FUEL_TRIM_1: 9.375 percent

Timestamp: 2024-08-17 16:59:37.993322
COOLANT_TEMP: 83 degree_Celsius
MAF: 11.36 gps
INTAKE_TEMP: 50 degree_Celsius
ELM_VOLTAGE: 13.8 volt
ENGINE_LOAD: 41.568627450980394 percent
RPM: 2150.0 revolutions_per_minute
THROTTLE_POS: 16.470588235294116 percent
SPEED: 28.0 kilometer_per_hour
LONG_FUEL_TRIM_1: 8.59375 percent

Timestamp: 2024-08-17 16:59:40.058189
COOLANT_TEMP: 83 degree_Celsius
MAF: 27.240000000000002 gps
INTAKE_TEMP: 49 degree_Celsius
ELM_VOLTAGE: 13.8 volt
ENGINE_LOAD: 67.84313725490196 percent
RPM: 3125.0 revolutions_per_minute
THROTTLE_POS: 15.686274509803921 percent
SPEED: 40.0 kilometer_per_hour
LONG_FUEL_TRIM_1: 3.125 percent

Timestamp: 2024-08-17 16:59:42.070070
COOLANT_TEMP: 83 degree_Celsius
MAF: 10.77 gps
INTAKE_TEMP: 48 degree_Celsius
ELM_VOLTAGE: 13.8 volt
ENGINE_LOAD: 9.803921568627452 percent
RPM: 3412.5 revolutions_per_minute
THROTTLE_POS: 0.0 percent
SPEED: 40.0 kilometer_per_hour
LONG_FUEL_TRIM_1: 0.78125 percent

Timestamp: 2024-08-17 16:59:44.143802
COOLANT_TEMP: 83 degree_Celsius
MAF: 4.09 gps
INTAKE_TEMP: 48 degree_Celsius
ELM_VOLTAGE: 13.8 volt
ENGINE_LOAD: 9.019607843137255 percent
RPM: 3050.0 revolutions_per_minute
THROTTLE_POS: 0.0 percent
SPEED: 36.0 kilometer_per_hour
LONG_FUEL_TRIM_1: 0.78125 percent

Timestamp: 2024-08-17 16:59:46.125846
COOLANT_TEMP: 83 degree_Celsius
MAF: 3.75 gps
INTAKE_TEMP: 49 degree_Celsius
ELM_VOLTAGE: 13.8 volt
ENGINE_LOAD: 9.411764705882353 percent
RPM: 2737.5 revolutions_per_minute
THROTTLE_POS: 0.39215686274509803 percent
SPEED: 32.0 kilometer_per_hour
LONG_FUEL_TRIM_1: 0.78125 percent

Timestamp: 2024-08-17 16:59:48.171807
COOLANT_TEMP: 83 degree_Celsius
MAF: 3.6 gps
INTAKE_TEMP: 49 degree_Celsius
ELM_VOLTAGE: 13.8 volt
ENGINE_LOAD: 10.588235294117647 percent
RPM: 2400.0 revolutions_per_minute
THROTTLE_POS: 0.39215686274509803 percent
SPEED: 28.0 kilometer_per_hour
LONG_FUEL_TRIM_1: 0.78125 percent

Timestamp: 2024-08-17 16:59:50.169832
COOLANT_TEMP: 83 degree_Celsius
MAF: 3.4 gps
INTAKE_TEMP: 49 degree_Celsius
ELM_VOLTAGE: 13.8 volt
ENGINE_LOAD: 15.686274509803921 percent
RPM: 2187.5 revolutions_per_minute
THROTTLE_POS: 3.5294117647058822 percent
SPEED: 26.0 kilometer_per_hour
LONG_FUEL_TRIM_1: 9.375 percent

Timestamp: 2024-08-17 16:59:52.217585
COOLANT_TEMP: 83 degree_Celsius
MAF: 4.45 gps
INTAKE_TEMP: 49 degree_Celsius
ELM_VOLTAGE: 13.8 volt
ENGINE_LOAD: 15.686274509803921 percent
RPM: 2137.5 revolutions_per_minute
THROTTLE_POS: 4.313725490196078 percent
SPEED: 26.0 kilometer_per_hour
LONG_FUEL_TRIM_1: 9.375 percent

Timestamp: 2024-08-17 16:59:54.193629
COOLANT_TEMP: 83 degree_Celsius
MAF: 4.24 gps
INTAKE_TEMP: 49 degree_Celsius
ELM_VOLTAGE: 13.8 volt
ENGINE_LOAD: 15.294117647058824 percent
RPM: 2100.0 revolutions_per_minute
THROTTLE_POS: 3.5294117647058822 percent
SPEED: 24.0 kilometer_per_hour
LONG_FUEL_TRIM_1: 8.59375 percent

Timestamp: 2024-08-17 16:59:56.172193
COOLANT_TEMP: 83 degree_Celsius
MAF: 5.63 gps
INTAKE_TEMP: 49 degree_Celsius
ELM_VOLTAGE: 13.8 volt
ENGINE_LOAD: 21.176470588235293 percent
RPM: 2150.0 revolutions_per_minute
THROTTLE_POS: 20.392156862745097 percent
SPEED: 28.0 kilometer_per_hour
LONG_FUEL_TRIM_1: 8.59375 percent

Timestamp: 2024-08-17 16:59:58.208376
COOLANT_TEMP: 83 degree_Celsius
MAF: 16.580000000000002 gps
INTAKE_TEMP: 49 degree_Celsius
ELM_VOLTAGE: 13.8 volt
ENGINE_LOAD: 9.803921568627452 percent
RPM: 2300.0 revolutions_per_minute
THROTTLE_POS: 0.7843137254901961 percent
SPEED: 32.0 kilometer_per_hour
LONG_FUEL_TRIM_1: 3.90625 percent

Timestamp: 2024-08-17 17:00:00.160783
COOLANT_TEMP: 83 degree_Celsius
MAF: 7.05 gps
INTAKE_TEMP: 48 degree_Celsius
ELM_VOLTAGE: 13.8 volt
ENGINE_LOAD: 33.333333333333336 percent
RPM: 1862.5 revolutions_per_minute
THROTTLE_POS: 8.235294117647058 percent
SPEED: 34.0 kilometer_per_hour
LONG_FUEL_TRIM_1: 7.8125 percent

Timestamp: 2024-08-17 17:00:02.121827
COOLANT_TEMP: 83 degree_Celsius
MAF: 10.22 gps
INTAKE_TEMP: 48 degree_Celsius
ELM_VOLTAGE: 13.8 volt
ENGINE_LOAD: 38.03921568627451 percent
RPM: 2037.5 revolutions_per_minute
THROTTLE_POS: 6.2745098039215685 percent
SPEED: 36.0 kilometer_per_hour
LONG_FUEL_TRIM_1: 8.59375 percent

Timestamp: 2024-08-17 17:00:04.141253
COOLANT_TEMP: 84 degree_Celsius
MAF: 7.0600000000000005 gps
INTAKE_TEMP: 48 degree_Celsius
ELM_VOLTAGE: 13.8 volt
ENGINE_LOAD: 20.784313725490197 percent
RPM: 2100.0 revolutions_per_minute
THROTTLE_POS: 5.098039215686274 percent
SPEED: 38.0 kilometer_per_hour
LONG_FUEL_TRIM_1: 9.375 percent

Timestamp: 2024-08-17 17:00:06.162960
COOLANT_TEMP: 84 degree_Celsius
MAF: 5.82 gps
INTAKE_TEMP: 48 degree_Celsius
ELM_VOLTAGE: 13.8 volt
ENGINE_LOAD: 20.392156862745097 percent
RPM: 2100.0 revolutions_per_minute
THROTTLE_POS: 5.098039215686274 percent
SPEED: 38.0 kilometer_per_hour
LONG_FUEL_TRIM_1: 9.375 percent

Timestamp: 2024-08-17 17:00:08.156333
COOLANT_TEMP: 84 degree_Celsius
MAF: 5.88 gps
INTAKE_TEMP: 48 degree_Celsius
ELM_VOLTAGE: 13.8 volt
ENGINE_LOAD: 10.980392156862745 percent
RPM: 2062.5 revolutions_per_minute
THROTTLE_POS: 0.39215686274509803 percent
SPEED: 36.0 kilometer_per_hour
LONG_FUEL_TRIM_1: 0.78125 percent

Timestamp: 2024-08-17 17:00:10.194462
COOLANT_TEMP: 84 degree_Celsius
MAF: 2.46 gps
INTAKE_TEMP: 48 degree_Celsius
ELM_VOLTAGE: 13.8 volt
ENGINE_LOAD: 10.980392156862745 percent
RPM: 1950.0 revolutions_per_minute
THROTTLE_POS: 3.5294117647058822 percent
SPEED: 34.0 kilometer_per_hour
LONG_FUEL_TRIM_1: 9.375 percent

Timestamp: 2024-08-17 17:00:12.159929
COOLANT_TEMP: 84 degree_Celsius
MAF: 5.23 gps
INTAKE_TEMP: 48 degree_Celsius
ELM_VOLTAGE: 13.8 volt
ENGINE_LOAD: 18.431372549019606 percent
RPM: 1912.5 revolutions_per_minute
THROTTLE_POS: 5.882352941176471 percent
SPEED: 34.0 kilometer_per_hour
LONG_FUEL_TRIM_1: 9.375 percent

Timestamp: 2024-08-17 17:00:14.129290
COOLANT_TEMP: 84 degree_Celsius
MAF: 10.1 gps
INTAKE_TEMP: 48 degree_Celsius
ELM_VOLTAGE: 13.8 volt
ENGINE_LOAD: 35.294117647058826 percent
RPM: 2012.5 revolutions_per_minute
THROTTLE_POS: 8.235294117647058 percent
SPEED: 36.0 kilometer_per_hour
LONG_FUEL_TRIM_1: 9.375 percent

Timestamp: 2024-08-17 17:00:16.113134
COOLANT_TEMP: 84 degree_Celsius
MAF: 7.0 gps
INTAKE_TEMP: 48 degree_Celsius
ELM_VOLTAGE: 13.8 volt
ENGINE_LOAD: 23.137254901960784 percent
RPM: 2087.5 revolutions_per_minute
THROTTLE_POS: 4.705882352941177 percent
SPEED: 38.0 kilometer_per_hour
LONG_FUEL_TRIM_1: 9.375 percent

Timestamp: 2024-08-17 17:00:18.109793
COOLANT_TEMP: 84 degree_Celsius
MAF: 4.9 gps
INTAKE_TEMP: 48 degree_Celsius
ELM_VOLTAGE: 13.8 volt
ENGINE_LOAD: 14.901960784313726 percent
RPM: 2075.0 revolutions_per_minute
THROTTLE_POS: 1.5686274509803921 percent
SPEED: 36.0 kilometer_per_hour
LONG_FUEL_TRIM_1: 9.375 percent

Timestamp: 2024-08-17 17:00:20.105552
COOLANT_TEMP: 84 degree_Celsius
MAF: 2.84 gps
INTAKE_TEMP: 48 degree_Celsius
ELM_VOLTAGE: 13.8 volt
ENGINE_LOAD: 10.196078431372548 percent
RPM: 1937.5 revolutions_per_minute
THROTTLE_POS: 0.39215686274509803 percent
SPEED: 34.0 kilometer_per_hour
LONG_FUEL_TRIM_1: 0.78125 percent

Timestamp: 2024-08-17 17:00:22.092048
COOLANT_TEMP: 83 degree_Celsius
MAF: 2.6 gps
INTAKE_TEMP: 48 degree_Celsius
ELM_VOLTAGE: 13.8 volt
ENGINE_LOAD: 11.372549019607844 percent
RPM: 1750.0 revolutions_per_minute
THROTTLE_POS: 0.7843137254901961 percent
SPEED: 30.0 kilometer_per_hour
LONG_FUEL_TRIM_1: 0.78125 percent

Timestamp: 2024-08-17 17:00:24.086266
COOLANT_TEMP: 83 degree_Celsius
MAF: 2.75 gps
INTAKE_TEMP: 48 degree_Celsius
ELM_VOLTAGE: 13.8 volt
ENGINE_LOAD: 12.941176470588236 percent
RPM: 1575.0 revolutions_per_minute
THROTTLE_POS: 0.7843137254901961 percent
SPEED: 28.0 kilometer_per_hour
LONG_FUEL_TRIM_1: 0.78125 percent

Timestamp: 2024-08-17 17:00:26.104817
COOLANT_TEMP: 83 degree_Celsius
MAF: 2.73 gps
INTAKE_TEMP: 48 degree_Celsius
ELM_VOLTAGE: 13.8 volt
ENGINE_LOAD: 14.117647058823529 percent
RPM: 1412.5 revolutions_per_minute
THROTTLE_POS: 0.7843137254901961 percent
SPEED: 24.0 kilometer_per_hour
LONG_FUEL_TRIM_1: 0.78125 percent

Timestamp: 2024-08-17 17:00:28.155197
COOLANT_TEMP: 83 degree_Celsius
MAF: 2.44 gps
INTAKE_TEMP: 48 degree_Celsius
ELM_VOLTAGE: 13.8 volt
ENGINE_LOAD: 20.0 percent
RPM: 787.5 revolutions_per_minute
THROTTLE_POS: 0.7843137254901961 percent
SPEED: 16.0 kilometer_per_hour
LONG_FUEL_TRIM_1: 0.78125 percent

Timestamp: 2024-08-17 17:00:30.187530
COOLANT_TEMP: 83 degree_Celsius
MAF: 2.44 gps
INTAKE_TEMP: 48 degree_Celsius
ELM_VOLTAGE: 13.8 volt
ENGINE_LOAD: 18.03921568627451 percent
RPM: 987.5 revolutions_per_minute
THROTTLE_POS: 0.7843137254901961 percent
SPEED: 2.0 kilometer_per_hour
LONG_FUEL_TRIM_1: 0.78125 percent

Timestamp: 2024-08-17 17:00:32.248375
COOLANT_TEMP: 83 degree_Celsius
MAF: 2.27 gps
INTAKE_TEMP: 49 degree_Celsius
ELM_VOLTAGE: 13.8 volt
ENGINE_LOAD: 27.45098039215686 percent
RPM: 1162.5 revolutions_per_minute
THROTTLE_POS: 2.7450980392156863 percent
SPEED: 2.0 kilometer_per_hour
LONG_FUEL_TRIM_1: 3.90625 percent

Timestamp: 2024-08-17 17:00:34.238623
COOLANT_TEMP: 83 degree_Celsius
MAF: 3.16 gps
INTAKE_TEMP: 48 degree_Celsius
ELM_VOLTAGE: 13.8 volt
ENGINE_LOAD: 23.137254901960784 percent
RPM: 912.5 revolutions_per_minute
THROTTLE_POS: 0.7843137254901961 percent
SPEED: 4.0 kilometer_per_hour
LONG_FUEL_TRIM_1: 0.78125 percent

Timestamp: 2024-08-17 17:00:36.188921
COOLANT_TEMP: 83 degree_Celsius
MAF: 4.82 gps
INTAKE_TEMP: 49 degree_Celsius
ELM_VOLTAGE: 13.8 volt
ENGINE_LOAD: 49.01960784313726 percent
RPM: 1625.0 revolutions_per_minute
THROTTLE_POS: 0.39215686274509803 percent
SPEED: 8.0 kilometer_per_hour
LONG_FUEL_TRIM_1: 3.90625 percent

Timestamp: 2024-08-17 17:00:38.219596
COOLANT_TEMP: 83 degree_Celsius
MAF: 13.8 gps
INTAKE_TEMP: 48 degree_Celsius
ELM_VOLTAGE: 13.8 volt
ENGINE_LOAD: 78.03921568627452 percent
RPM: 1487.5 revolutions_per_minute
THROTTLE_POS: 17.647058823529413 percent
SPEED: 20.0 kilometer_per_hour
LONG_FUEL_TRIM_1: 3.90625 percent

Timestamp: 2024-08-17 17:00:40.222940
COOLANT_TEMP: 83 degree_Celsius
MAF: 11.94 gps
INTAKE_TEMP: 47 degree_Celsius
ELM_VOLTAGE: 13.7 volt
ENGINE_LOAD: 19.607843137254903 percent
RPM: 1975.0 revolutions_per_minute
THROTTLE_POS: 1.5686274509803921 percent
SPEED: 24.0 kilometer_per_hour
LONG_FUEL_TRIM_1: 9.375 percent

Timestamp: 2024-08-17 17:00:42.173529
COOLANT_TEMP: 83 degree_Celsius
MAF: 6.3 gps
INTAKE_TEMP: 47 degree_Celsius
ELM_VOLTAGE: 13.7 volt
ENGINE_LOAD: 19.215686274509803 percent
RPM: 1987.5 revolutions_per_minute
THROTTLE_POS: 1.1764705882352942 percent
SPEED: 24.0 kilometer_per_hour
LONG_FUEL_TRIM_1: 9.375 percent

Timestamp: 2024-08-17 17:00:44.150721
COOLANT_TEMP: 83 degree_Celsius
MAF: 4.29 gps
INTAKE_TEMP: 47 degree_Celsius
ELM_VOLTAGE: 13.7 volt
ENGINE_LOAD: 21.568627450980394 percent
RPM: 1862.5 revolutions_per_minute
THROTTLE_POS: 5.882352941176471 percent
SPEED: 22.0 kilometer_per_hour
LONG_FUEL_TRIM_1: 8.59375 percent

Timestamp: 2024-08-17 17:00:46.208144
COOLANT_TEMP: 82 degree_Celsius
MAF: 6.68 gps
INTAKE_TEMP: 47 degree_Celsius
ELM_VOLTAGE: 13.7 volt
ENGINE_LOAD: 59.21568627450981 percent
RPM: 2162.5 revolutions_per_minute
THROTTLE_POS: 30.980392156862745 percent
SPEED: 30.0 kilometer_per_hour
LONG_FUEL_TRIM_1: 4.6875 percent

Timestamp: 2024-08-17 17:00:48.222176
COOLANT_TEMP: 82 degree_Celsius
MAF: 33.72 gps
INTAKE_TEMP: 46 degree_Celsius
ELM_VOLTAGE: 13.7 volt
ENGINE_LOAD: 81.17647058823529 percent
RPM: 3500.0 revolutions_per_minute
THROTTLE_POS: 30.58823529411765 percent
SPEED: 46.0 kilometer_per_hour
LONG_FUEL_TRIM_1: 0.78125 percent

Timestamp: 2024-08-17 17:00:50.294612
COOLANT_TEMP: 82 degree_Celsius
MAF: 3.68 gps
INTAKE_TEMP: 45 degree_Celsius
ELM_VOLTAGE: 13.7 volt
ENGINE_LOAD: 16.862745098039216 percent
RPM: 2512.5 revolutions_per_minute
THROTTLE_POS: 6.2745098039215685 percent
SPEED: 46.0 kilometer_per_hour
LONG_FUEL_TRIM_1: 8.59375 percent

Timestamp: 2024-08-17 17:00:52.289464
COOLANT_TEMP: 82 degree_Celsius
MAF: 6.01 gps
INTAKE_TEMP: 46 degree_Celsius
ELM_VOLTAGE: 13.7 volt
ENGINE_LOAD: 23.137254901960784 percent
RPM: 2537.5 revolutions_per_minute
THROTTLE_POS: 7.0588235294117645 percent
SPEED: 46.0 kilometer_per_hour
LONG_FUEL_TRIM_1: 7.8125 percent
